ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
GRC,Greece,total,Drinking water,2017,0,0,Surface water
GRC,Greece,total,Drinking water,2017,0,0,Unimproved
GRD,Grenada,total,Drinking water,2017,8.51338,9179.55424,Basic service
GRD,Grenada,total,Drinking water,2017,1.16148,1252.36752,Limited service
GRD,Grenada,total,Drinking water,2017,87.11527,93932.0381,Safely managed service
GRD,Grenada,total,Drinking water,2017,3.20987,3461.04014,Surface water
GRD,Grenada,total,Drinking water,2017,0,0,Unimproved
GRL,Greenland,total,Drinking water,2017,3.25231,1836.90688,Basic service
GRL,Greenland,total,Drinking water,2017,0,0,Limited service
GRL,Greenland,total,Drinking water,2017,96.74768,54643.09169,Safely managed service
GRL,Greenland,total,Drinking water,2017,0,0,Surface water
GRL,Greenland,total,Drinking water,2017,0,0.00143,Unimproved
GTM,Guatemala,total,Drinking water,2017,38.1998,6460924.541,Basic service
GTM,Guatemala,total,Drinking water,2017,1.05517,178466.9987,Limited service
GTM,Guatemala,total,Drinking water,2017,55.99078,9470003.1,Safely managed service
GTM,Guatemala,total,Drinking water,2017,1.61768,273607.0234,Surface water
GTM,Guatemala,total,Drinking water,2017,3.13656,530502.3372,Unimproved
GUF,French Guiana,total,Drinking water,2017,3.3259,9403.34054,Basic service
GUF,French Guiana,total,Drinking water,2017,0,0,Limited service
GUF,French Guiana,total,Drinking water,2017,90.78605,256680.3096,Safely managed service
GUF,French Guiana,total,Drinking water,2017,0,0,Surface water
GUF,French Guiana,total,Drinking water,2017,5.88805,16647.34983,Unimproved
GUM,Guam,total,Drinking water,2017,0.15403,252.95621,Basic service
GUM,Guam,total,Drinking water,2017,0,0,Limited service
GUM,Guam,total,Drinking water,2017,99.54117,163475.4738,Safely managed service
GUM,Guam,total,Drinking water,2017,0,0,Surface water
GUM,Guam,total,Drinking water,2017,0.3048,500.56999,Unimproved
GUY,Guyana,total,Drinking water,2017,95.53975,743164.5259,At least basic
GUY,Guyana,total,Drinking water,2017,1.20933,9406.85842,Limited service
GUY,Guyana,total,Drinking water,2017,2.10398,16366.01073,Surface water
GUY,Guyana,total,Drinking water,2017,1.14694,8921.60495,Unimproved
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2017,0,0,Basic service
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2017,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2017,100,7364883,Safely managed service
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2017,0,0,Surface water
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2017,0,0,Unimproved
HND,Honduras,total,Drinking water,2017,94.82711,8785795.224,At least basic
HND,Honduras,total,Drinking water,2017,0.43376,40188.4352,Limited service
HND,Honduras,total,Drinking water,2017,0,0,Surface water
HND,Honduras,total,Drinking water,2017,4.73913,439083.3412,Unimproved
HRV,Croatia,total,Drinking water,2017,9.62726,403319.7083,Basic service
HRV,Croatia,total,Drinking water,2017,0,0,Limited service
HRV,Croatia,total,Drinking water,2017,89.95941,3768717.295,Safely managed service
HRV,Croatia,total,Drinking water,2017,0.41333,17315.99707,Unimproved
HTI,Haiti,total,Drinking water,2017,65.46683,7189062.074,At least basic
HTI,Haiti,total,Drinking water,2017,9.54128,1047749.687,Limited service
HTI,Haiti,total,Drinking water,2017,0,0,Surface water
HTI,Haiti,total,Drinking water,2017,24.9919,2744417.239,Unimproved
HUN,Hungary,total,Drinking water,2017,10.42724,1013689.852,Basic service
HUN,Hungary,total,Drinking water,2017,0,0,Limited service
HUN,Hungary,total,Drinking water,2017,89.57276,8707868.904,Safely managed service
HUN,Hungary,total,Drinking water,2017,0,0,Surface water
HUN,Hungary,total,Drinking water,2017,0,0.24414,Unimproved
IDN,Indonesia,total,Drinking water,2017,89.34401,235860487.3,At least basic
IDN,Indonesia,total,Drinking water,2017,1.414,3732843.098,Limited service
IDN,Indonesia,total,Drinking water,2017,1.50134,3963420.343,Surface water
IDN,Indonesia,total,Drinking water,2017,7.74064,20434625.3,Unimproved
IMN,Isle of Man,total,Drinking water,2017,1.86744,1574.00498,Basic service
IMN,Isle of Man,total,Drinking water,2017,0,0,Limited service
IMN,Isle of Man,total,Drinking water,2017,97.20756,81933.34027,Safely managed service
IMN,Isle of Man,total,Drinking water,2017,0,0,Surface water
IMN,Isle of Man,total,Drinking water,2017,0.925,779.65475,Unimproved
IND,India,total,Drinking water,2017,92.67464,1241080427,At least basic
IND,India,total,Drinking water,2017,0.76449,10237884.15,Limited service
IND,India,total,Drinking water,2017,0.75357,10091704.66,Surface water
IND,India,total,Drinking water,2017,5.8073,77770144.53,Unimproved
IRL,Ireland,total,Drinking water,2017,0.07172,3415.07623,Basic service
IRL,Ireland,total,Drinking water,2017,0,0,Limited service
IRL,Ireland,total,Drinking water,2017,97.32282,4634179.075,Safely managed service
IRL,Ireland,total,Drinking water,2017,0,0,Surface water
IRL,Ireland,total,Drinking water,2017,2.60546,124062.8489,Unimproved
IRN,Iran (Islamic Republic of),total,Drinking water,2017,3.44925,2799508.937,Basic service
IRN,Iran (Islamic Republic of),total,Drinking water,2017,1.91662,1555580.174,Limited service
IRN,Iran (Islamic Republic of),total,Drinking water,2017,91.79529,74503622.92,Safely managed service
IRN,Iran (Islamic Republic of),total,Drinking water,2017,0.10227,83004.36366,Surface water
IRN,Iran (Islamic Republic of),total,Drinking water,2017,2.73657,2221075.61,Unimproved
IRQ,Iraq,total,Drinking water,2017,37.70015,14429588.31,Basic service
IRQ,Iraq,total,Drinking water,2017,1.40282,536924.1494,Limited service
IRQ,Iraq,total,Drinking water,2017,58.83333,22518229.84,Safely managed service
IRQ,Iraq,total,Drinking water,2017,1.323,506373.6823,Surface water
IRQ,Iraq,total,Drinking water,2017,0.7407,283500.0245,Unimproved
ISL,Iceland,total,Drinking water,2017,0,0,Basic service
ISL,Iceland,total,Drinking water,2017,0,0,Limited service
ISL,Iceland,total,Drinking water,2017,100,335024.9981,Safely managed service
ISL,Iceland,total,Drinking water,2017,0,0,Surface water
ISL,Iceland,total,Drinking water,2017,0,0.00191,Unimproved
ISR,Israel,total,Drinking water,2017,0.6182,51443.76456,Basic service
ISR,Israel,total,Drinking water,2017,0,0,Limited service
ISR,Israel,total,Drinking water,2017,99.3818,8270126.858,Safely managed service
ISR,Israel,total,Drinking water,2017,0,0,Surface water
ISR,Israel,total,Drinking water,2017,0,0,Unimproved
ITA,Italy,total,Drinking water,2017,4.40312,2613687.23,Basic service
ITA,Italy,total,Drinking water,2017,0,0,Limited service
ITA,Italy,total,Drinking water,2017,95.03961,56415420.16,Safely managed service
ITA,Italy,total,Drinking water,2017,0,0,Surface water
ITA,Italy,total,Drinking water,2017,0.55727,330792.609,Unimproved
JAM,Jamaica,total,Drinking water,2017,90.64844,2620010.844,At least basic
JAM,Jamaica,total,Drinking water,2017,5.38635,155681.5019,Limited service
JAM,Jamaica,total,Drinking water,2017,1.66153,48023.27695,Surface water
JAM,Jamaica,total,Drinking water,2017,2.30368,66583.37666,Unimproved
JOR,Jordan,total,Drinking water,2017,5.11888,496651.7158,Basic service
JOR,Jordan,total,Drinking water,2017,0,0,Limited service
JOR,Jordan,total,Drinking water,2017,93.81834,9102586.874,Safely managed service
JOR,Jordan,total,Drinking water,2017,0.16455,15964.74984,Surface water
JOR,Jordan,total,Drinking water,2017,0.89823,87149.66044,Unimproved
JPN,Japan,total,Drinking water,2017,0.5565,709452.077,Basic service
JPN,Japan,total,Drinking water,2017,0,0,Limited service
JPN,Japan,total,Drinking water,2017,98.45371,125513173.4,Safely managed service
JPN,Japan,total,Drinking water,2017,0,0,Surface water
JPN,Japan,total,Drinking water,2017,0.98979,1261830.522,Unimproved
KAZ,Kazakhstan,total,Drinking water,2017,6.11526,1113251.619,Basic service
KAZ,Kazakhstan,total,Drinking water,2017,1.72812,314595.4287,Limited service
KAZ,Kazakhstan,total,Drinking water,2017,89.51225,16295256.02,Safely managed service
KAZ,Kazakhstan,total,Drinking water,2017,0.07826,14247.24442,Surface water
KAZ,Kazakhstan,total,Drinking water,2017,2.56611,467147.6874,Unimproved
KEN,Kenya,total,Drinking water,2017,58.91633,29281337.57,At least basic
KEN,Kenya,total,Drinking water,2017,9.06339,4504494.108,Limited service
KEN,Kenya,total,Drinking water,2017,20.10235,9990842.848,Surface water
KEN,Kenya,total,Drinking water,2017,11.91792,5923189.476,Unimproved
KGZ,Kyrgyzstan,total,Drinking water,2017,19.23258,1162632.139,Basic service
KGZ,Kyrgyzstan,total,Drinking water,2017,1.80837,109317.9123,Limited service
KGZ,Kyrgyzstan,total,Drinking water,2017,68.22332,4124179.515,Safely managed service
KGZ,Kyrgyzstan,total,Drinking water,2017,8.86293,535774.7486,Surface water
KGZ,Kyrgyzstan,total,Drinking water,2017,1.8728,113212.6854,Unimproved
KHM,Cambodia,total,Drinking water,2017,52.66511,8429247,Basic service
KHM,Cambodia,total,Drinking water,2017,0.43569,69734.15851,Limited service
KHM,Cambodia,total,Drinking water,2017,25.84555,4136676.487,Safely managed service
KHM,Cambodia,total,Drinking water,2017,10.86448,1738900.618,Surface water
KHM,Cambodia,total,Drinking water,2017,10.18917,1630814.737,Unimproved
KIR,Kiribati,total,Drinking water,2017,71.61598,83359.56505,At least basic
KIR,Kiribati,total,Drinking water,2017,0.88689,1032.3166,Limited service
KIR,Kiribati,total,Drinking water,2017,0,0,Surface water
KIR,Kiribati,total,Drinking water,2017,27.49714,32006.11836,Unimproved
KOR,Republic of Korea,total,Drinking water,2017,1.57379,802354.9288,Basic service
KOR,Republic of Korea,total,Drinking water,2017,0,0,Limited service
KOR,Republic of Korea,total,Drinking water,2017,98.21386,50071598.89,Safely managed service
KOR,Republic of Korea,total,Drinking water,2017,0,0,Surface water
KOR,Republic of Korea,total,Drinking water,2017,0.21235,108258.1788,Unimproved
KWT,Kuwait,total,Drinking water,2017,0,0,Basic service
KWT,Kuwait,total,Drinking water,2017,0,0,Limited service
KWT,Kuwait,total,Drinking water,2017,100,4136527.75,Safely managed service
KWT,Kuwait,total,Drinking water,2017,0,0,Surface water
KWT,Kuwait,total,Drinking water,2017,0,0,Unimproved
LAO,Lao People's Democratic Republic,total,Drinking water,2017,65.98003,4525016.095,Basic service
LAO,Lao People's Democratic Republic,total,Drinking water,2017,0.81652,55998.06679,Limited service
LAO,Lao People's Democratic Republic,total,Drinking water,2017,16.08187,1102920.091,Safely managed service
LAO,Lao People's Democratic Republic,total,Drinking water,2017,2.89341,198434.5738,Surface water
LAO,Lao People's Democratic Republic,total,Drinking water,2017,14.22818,975791.1734,Unimproved
LBN,Lebanon,total,Drinking water,2017,44.9,2730978.293,Basic service
LBN,Lebanon,total,Drinking water,2017,7.4,450094.418,Limited service
LBN,Lebanon,total,Drinking water,2017,47.7,2901284.289,Safely managed service
LBN,Lebanon,total,Drinking water,2017,0,0,Surface water
LBN,Lebanon,total,Drinking water,2017,0,0,Unimproved
LBR,Liberia,total,Drinking water,2017,72.94803,3451832.253,At least basic
LBR,Liberia,total,Drinking water,2017,8.07836,382260.2054,Limited service
LBR,Liberia,total,Drinking water,2017,13.23912,626462.7264,Surface water
LBR,Liberia,total,Drinking water,2017,5.73449,271350.8148,Unimproved
LBY,Libya,total,Drinking water,2017,98.52895,6280842.044,At least basic
LBY,Libya,total,Drinking water,2017,0,0,Limited service
LBY,Libya,total,Drinking water,2017,0,0,Surface water
LBY,Libya,total,Drinking water,2017,1.47105,93773.95642,Unimproved
LCA,Saint Lucia,total,Drinking water,2017,98.162,175556.8498,At least basic
LCA,Saint Lucia,total,Drinking water,2017,1.838,3287.154,Limited service
LCA,Saint Lucia,total,Drinking water,2017,0,0,Surface water
LCA,Saint Lucia,total,Drinking water,2017,0,0,Unimproved
LIE,Liechtenstein,total,Drinking water,2017,0,0,Basic service
LIE,Liechtenstein,total,Drinking water,2017,0,0,Limited service
LIE,Liechtenstein,total,Drinking water,2017,100,37922,Safely managed service
LIE,Liechtenstein,total,Drinking water,2017,0,0,Surface water
LIE,Liechtenstein,total,Drinking water,2017,0,0,Unimproved
LKA,Sri Lanka,total,Drinking water,2017,89.41629,18667366.05,At least basic
LKA,Sri Lanka,total,Drinking water,2017,3.20965,670076.1139,Limited service
LKA,Sri Lanka,total,Drinking water,2017,1.64118,342628.2024,Surface water
LKA,Sri Lanka,total,Drinking water,2017,5.73288,1196847.635,Unimproved
LSO,Lesotho,total,Drinking water,2017,68.64994,1533185.83,At least basic
LSO,Lesotho,total,Drinking water,2017,9.57495,213841.137,Limited service
LSO,Lesotho,total,Drinking water,2017,7.32263,163539.2384,Surface water
LSO,Lesotho,total,Drinking water,2017,14.45248,322772.7951,Unimproved
LTU,Lithuania,total,Drinking water,2017,5.4992,158943.3021,Basic service
LTU,Lithuania,total,Drinking water,2017,0,0,Limited service
LTU,Lithuania,total,Drinking water,2017,92.04287,2660312.166,Safely managed service
LTU,Lithuania,total,Drinking water,2017,0,0,Surface water
LTU,Lithuania,total,Drinking water,2017,2.45793,71041.53186,Unimproved
LUX,Luxembourg,total,Drinking water,2017,0.16493,962.27466,Basic service
LUX,Luxembourg,total,Drinking water,2017,0,0,Limited service
LUX,Luxembourg,total,Drinking water,2017,99.72468,581848.6096,Safely managed service
LUX,Luxembourg,total,Drinking water,2017,0,0,Surface water
LUX,Luxembourg,total,Drinking water,2017,0.1104,644.1157,Unimproved
LVA,Latvia,total,Drinking water,2017,3.43532,66977.48203,Basic service
LVA,Latvia,total,Drinking water,2017,0.67961,13250.21357,Limited service
LVA,Latvia,total,Drinking water,2017,95.19086,1855907.608,Safely managed service
LVA,Latvia,total,Drinking water,2017,0,0,Surface water
LVA,Latvia,total,Drinking water,2017,0.6942,13534.69657,Unimproved
MAC,"China, Macao Special Administrative Region",total,Drinking water,2017,0,0,Basic service
MAC,"China, Macao Special Administrative Region",total,Drinking water,2017,0,0,Limited service
MAC,"China, Macao Special Administrative Region",total,Drinking water,2017,100,622567,Safely managed service
MAC,"China, Macao Special Administrative Region",total,Drinking water,2017,0,0,Surface water
MAC,"China, Macao Special Administrative Region",total,Drinking water,2017,0,0,Unimproved
MAR,Morocco,total,Drinking water,2017,16.51207,5901345.48,Basic service
MAR,Morocco,total,Drinking water,2017,4.19166,1498080.504,Limited service
MAR,Morocco,total,Drinking water,2017,70.26644,25112930.48,Safely managed service
MAR,Morocco,total,Drinking water,2017,2.92684,1046039.227,Surface water
MAR,Morocco,total,Drinking water,2017,6.10299,2181184.313,Unimproved
MCO,Monaco,total,Drinking water,2017,0,0,Basic service
MCO,Monaco,total,Drinking water,2017,0,0,Limited service
MCO,Monaco,total,Drinking water,2017,100,38695,Safely managed service
MCO,Monaco,total,Drinking water,2017,0,0,Surface water
MCO,Monaco,total,Drinking water,2017,0,0,Unimproved
MDA,Republic of Moldova,total,Drinking water,2017,16.17774,655394.5664,Basic service
MDA,Republic of Moldova,total,Drinking water,2017,1.49377,60515.73846,Limited service
MDA,Republic of Moldova,total,Drinking water,2017,72.87791,2952438.721,Safely managed service
MDA,Republic of Moldova,total,Drinking water,2017,0,0,Surface water
MDA,Republic of Moldova,total,Drinking water,2017,9.45058,382862.9746,Unimproved
MDG,Madagascar,total,Drinking water,2017,54.40398,13911584.48,At least basic
MDG,Madagascar,total,Drinking water,2017,1.04699,267723.6322,Limited service
MDG,Madagascar,total,Drinking water,2017,12.70545,3248896.632,Surface water
MDG,Madagascar,total,Drinking water,2017,31.84358,8142689.259,Unimproved
MDV,Maldives,total,Drinking water,2017,99.2562,433084.5818,At least basic
MDV,Maldives,total,Drinking water,2017,0.07565,330.0736,Limited service
MDV,Maldives,total,Drinking water,2017,0,0,Surface water
MDV,Maldives,total,Drinking water,2017,0.66815,2915.34463,Unimproved
MEX,Mexico,total,Drinking water,2017,56.44791,72909966.23,Basic service
MEX,Mexico,total,Drinking water,2017,0,0,Limited service
MEX,Mexico,total,Drinking water,2017,42.87031,55372694.98,Safely managed service
MEX,Mexico,total,Drinking water,2017,0,0,Surface water
MEX,Mexico,total,Drinking water,2017,0.68178,880610.7891,Unimproved
MHL,Marshall Islands,total,Drinking water,2017,88.48644,47010.18985,At least basic
MHL,Marshall Islands,total,Drinking water,2017,11.27413,5989.60731,Limited service
MHL,Marshall Islands,total,Drinking water,2017,0,0,Surface water
MHL,Marshall Islands,total,Drinking water,2017,0.23943,127.20283,Unimproved
MKD,North Macedonia,total,Drinking water,2017,12.13351,252760.3734,Basic service
MKD,North Macedonia,total,Drinking water,2017,6.25695,130342.3655,Limited service
MKD,North Macedonia,total,Drinking water,2017,81.00795,1687525.208,Safely managed service
MKD,North Macedonia,total,Drinking water,2017,0,0,Surface water
MKD,North Macedonia,total,Drinking water,2017,0.60158,12531.92853,Unimproved
MLI,Mali,total,Drinking water,2017,78.26083,14511107.37,At least basic
MLI,Mali,total,Drinking water,2017,4.64067,860472.4175,Limited service
MLI,Mali,total,Drinking water,2017,1.80451,334592.1744,Surface water
MLI,Mali,total,Drinking water,2017,15.29399,2835808.04,Unimproved
MLT,Malta,total,Drinking water,2017,0,0,Basic service
MLT,Malta,total,Drinking water,2017,0,0,Limited service
MLT,Malta,total,Drinking water,2017,100,430835.0095,Safely managed service
MLT,Malta,total,Drinking water,2017,0,0,Surface water
MLT,Malta,total,Drinking water,2017,0,0,Unimproved
MMR,Myanmar,total,Drinking water,2017,81.77405,43643306.88,At least basic
MMR,Myanmar,total,Drinking water,2017,0,0,Limited service
MMR,Myanmar,total,Drinking water,2017,8.83504,4715314.302,Surface water
MMR,Myanmar,total,Drinking water,2017,9.39091,5011986.814,Unimproved
MNE,Montenegro,total,Drinking water,2017,3.44513,21668.48602,Basic service
MNE,Montenegro,total,Drinking water,2017,2.71606,17082.93217,Limited service
MNE,Montenegro,total,Drinking water,2017,93.59692,588687.1924,Safely managed service
MNE,Montenegro,total,Drinking water,2017,0.11733,737.96196,Surface water
MNE,Montenegro,total,Drinking water,2017,0.12456,783.4275,Unimproved
MNG,Mongolia,total,Drinking water,2017,59.59103,1832809.863,Basic service
MNG,Mongolia,total,Drinking water,2017,2.11215,64962.38068,Limited service
MNG,Mongolia,total,Drinking water,2017,23.72208,729607.4592,Safely managed service
MNG,Mongolia,total,Drinking water,2017,6.74739,207525.761,Surface water
MNG,Mongolia,total,Drinking water,2017,7.82735,240741.536,Unimproved
MNP,Northern Mariana Islands,total,Drinking water,2017,9.7567,5380.23522,Basic service
MNP,Northern Mariana Islands,total,Drinking water,2017,0,0,Limited service
MNP,Northern Mariana Islands,total,Drinking water,2017,90.2433,49763.76478,Safely managed service
MNP,Northern Mariana Islands,total,Drinking water,2017,0,0,Surface water
MNP,Northern Mariana Islands,total,Drinking water,2017,0,0,Unimproved
MOZ,Mozambique,total,Drinking water,2017,55.69398,16523753.17,At least basic
MOZ,Mozambique,total,Drinking water,2017,14.97098,4441714.364,Limited service
MOZ,Mozambique,total,Drinking water,2017,13.18069,3910555.747,Surface water
MOZ,Mozambique,total,Drinking water,2017,16.15436,4792810.716,Unimproved
MRT,Mauritania,total,Drinking water,2017,70.69619,3124901.575,At least basic
MRT,Mauritania,total,Drinking water,2017,13.7037,605728.8814,Limited service
MRT,Mauritania,total,Drinking water,2017,0.02295,1014.41733,Surface water
MRT,Mauritania,total,Drinking water,2017,15.57716,688539.1263,Unimproved
MTQ,Martinique,total,Drinking water,2017,1.13587,4371.91096,Basic service
MTQ,Martinique,total,Drinking water,2017,0,0,Limited service
MTQ,Martinique,total,Drinking water,2017,98.86413,380524.089,Safely managed service
MTQ,Martinique,total,Drinking water,2017,0,0,Surface water
MTQ,Martinique,total,Drinking water,2017,0,0,Unimproved
MUS,Mauritius,total,Drinking water,2017,99.86633,1263446.907,At least basic
MUS,Mauritius,total,Drinking water,2017,0,0,Limited service
MUS,Mauritius,total,Drinking water,2017,0,0,Surface water
MUS,Mauritius,total,Drinking water,2017,0.13367,1691.09283,Unimproved
MWI,Malawi,total,Drinking water,2017,68.83188,12817943.68,At least basic
MWI,Malawi,total,Drinking water,2017,19.90552,3706827.038,Limited service
MWI,Malawi,total,Drinking water,2017,2.39352,445723.6233,Surface water
MWI,Malawi,total,Drinking water,2017,8.86908,1651609.663,Unimproved
MYS,Malaysia,total,Drinking water,2017,3.36666,1064681.587,Basic service
MYS,Malaysia,total,Drinking water,2017,0.35736,113013.0953,Limited service
MYS,Malaysia,total,Drinking water,2017,93.32928,29514697.41,Safely managed service
MYS,Malaysia,total,Drinking water,2017,2.9467,931871.908,Unimproved
MYT,Mayotte,total,Drinking water,2017,13.29367,33638.96077,Basic service
MYT,Mayotte,total,Drinking water,2017,0,0,Limited service
MYT,Mayotte,total,Drinking water,2017,83.71551,211837.9166,Safely managed service
MYT,Mayotte,total,Drinking water,2017,2.88017,7288.12682,Surface water
MYT,Mayotte,total,Drinking water,2017,0.11065,279.99585,Unimproved
NAM,Namibia,total,Drinking water,2017,82.5411,2091421.411,At least basic
NAM,Namibia,total,Drinking water,2017,7.13095,180683.5927,Limited service
NAM,Namibia,total,Drinking water,2017,6.33709,160568.8814,Surface water
NAM,Namibia,total,Drinking water,2017,3.99086,101120.1152,Unimproved
NCL,New Caledonia,total,Drinking water,2017,2.66775,7369.7801,Basic service
NCL,New Caledonia,total,Drinking water,2017,0,0,Limited service
NCL,New Caledonia,total,Drinking water,2017,96.66085,267030.4372,Safely managed service
NCL,New Caledonia,total,Drinking water,2017,0,0,Surface water
NCL,New Caledonia,total,Drinking water,2017,0.6714,1854.78273,Unimproved
NER,Niger,total,Drinking water,2017,50.27307,10797321.13,At least basic
NER,Niger,total,Drinking water,2017,14.87839,3195483.661,Limited service
NER,Niger,total,Drinking water,2017,3.77556,810890.1193,Surface water
NER,Niger,total,Drinking water,2017,31.07298,6673653.085,Unimproved
NGA,Nigeria,total,Drinking water,2017,51.24407,97817919.86,Basic service
NGA,Nigeria,total,Drinking water,2017,6.56763,12536706.13,Limited service
NGA,Nigeria,total,Drinking water,2017,20.13256,38430303.83,Safely managed service
NGA,Nigeria,total,Drinking water,2017,7.45823,14236737.89,Surface water
NGA,Nigeria,total,Drinking water,2017,14.59751,27864652.3,Unimproved
NIC,Nicaragua,total,Drinking water,2017,29.92425,1860564.638,Basic service
NIC,Nicaragua,total,Drinking water,2017,1.53108,95196.24888,Limited service
NIC,Nicaragua,total,Drinking water,2017,51.60051,3208303.57,Safely managed service
NIC,Nicaragua,total,Drinking water,2017,3.30318,205377.9044,Surface water
NIC,Nicaragua,total,Drinking water,2017,13.64097,848138.6389,Unimproved
NIU,Niue,total,Drinking water,2017,0.98199,15.88856,Basic service
NIU,Niue,total,Drinking water,2017,0,0,Limited service
NIU,Niue,total,Drinking water,2017,97.21675,1572.96709,Safely managed service
NIU,Niue,total,Drinking water,2017,0,0,Surface water
NIU,Niue,total,Drinking water,2017,1.80126,29.14435,Unimproved
NLD,Netherlands,total,Drinking water,2017,0.04899,8345.30741,Basic service
NLD,Netherlands,total,Drinking water,2017,0,0,Limited service
NLD,Netherlands,total,Drinking water,2017,99.95101,17027592.57,Safely managed service
NLD,Netherlands,total,Drinking water,2017,0,0,Surface water
NLD,Netherlands,total,Drinking water,2017,0,0.12207,Unimproved
NOR,Norway,total,Drinking water,2017,1.65703,87911.74835,Basic service
NOR,Norway,total,Drinking water,2017,0,0,Limited service
NOR,Norway,total,Drinking water,2017,98.34298,5217471.496,Safely managed service
NOR,Norway,total,Drinking water,2017,0,0,Surface water
NOR,Norway,total,Drinking water,2017,0,0,Unimproved
NPL,Nepal,total,Drinking water,2017,61.5689,18042763.93,Basic service
