ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
NPL,Nepal,total,Drinking water,2017,2.65792,778903.1534,Limited service
NPL,Nepal,total,Drinking water,2017,27.24335,7983664.019,Safely managed service
NPL,Nepal,total,Drinking water,2017,1.96242,575088.1082,Surface water
NPL,Nepal,total,Drinking water,2017,6.56741,1924578.792,Unimproved
NRU,Nauru,total,Drinking water,2017,99.48493,11300.4937,At least basic
NRU,Nauru,total,Drinking water,2017,0,0,Limited service
NRU,Nauru,total,Drinking water,2017,0,0,Surface water
NRU,Nauru,total,Drinking water,2017,0.51507,58.5063,Unimproved
NZL,New Zealand,total,Drinking water,2017,0,0,Basic service
NZL,New Zealand,total,Drinking water,2017,0,0,Limited service
NZL,New Zealand,total,Drinking water,2017,100,4705818,Safely managed service
NZL,New Zealand,total,Drinking water,2017,0,0,Surface water
NZL,New Zealand,total,Drinking water,2017,0,0,Unimproved
OMN,Oman,total,Drinking water,2017,1.66304,77102.89219,Basic service
OMN,Oman,total,Drinking water,2017,8.06192,373771.7457,Limited service
OMN,Oman,total,Drinking water,2017,90.27504,4185387.301,Safely managed service
OMN,Oman,total,Drinking water,2017,0,0,Surface water
OMN,Oman,total,Drinking water,2017,0,0.06104,Unimproved
PAK,Pakistan,total,Drinking water,2017,56.1511,110626632.5,Basic service
PAK,Pakistan,total,Drinking water,2017,0.59953,1181168.121,Limited service
PAK,Pakistan,total,Drinking water,2017,35.31435,69574896.02,Safely managed service
PAK,Pakistan,total,Drinking water,2017,2.07804,4094074.358,Surface water
PAK,Pakistan,total,Drinking water,2017,5.85698,11539181.01,Unimproved
PAN,Panama,total,Drinking water,2017,96.38242,3950317.293,At least basic
PAN,Panama,total,Drinking water,2017,1.91652,78550.08195,Limited service
PAN,Panama,total,Drinking water,2017,0.60314,24720.26037,Surface water
PAN,Panama,total,Drinking water,2017,1.09792,44999.36441,Unimproved
PER,Peru,total,Drinking water,2017,40.77722,13116189.96,Basic service
PER,Peru,total,Drinking water,2017,1.00839,324354.5699,Limited service
PER,Peru,total,Drinking water,2017,50.35065,16195530.79,Safely managed service
PER,Peru,total,Drinking water,2017,2.642,849813.0452,Surface water
PER,Peru,total,Drinking water,2017,5.22173,1679595.628,Unimproved
PHL,Philippines,total,Drinking water,2017,46.91436,49221650.05,Basic service
PHL,Philippines,total,Drinking water,2017,1.85794,1949312.863,Limited service
PHL,Philippines,total,Drinking water,2017,46.65402,48948508.54,Safely managed service
PHL,Philippines,total,Drinking water,2017,0,0,Surface water
PHL,Philippines,total,Drinking water,2017,4.57369,4798624.538,Unimproved
PLW,Palau,total,Drinking water,2017,100,21728.99952,At least basic
PLW,Palau,total,Drinking water,2017,0,0,Limited service
PLW,Palau,total,Drinking water,2017,0,0,Surface water
PLW,Palau,total,Drinking water,2017,0,0.00048,Unimproved
PNG,Papua New Guinea,total,Drinking water,2017,41.32705,3409961.797,At least basic
PNG,Papua New Guinea,total,Drinking water,2017,1.71371,141401.114,Limited service
PNG,Papua New Guinea,total,Drinking water,2017,51.45411,4245562.192,Surface water
PNG,Papua New Guinea,total,Drinking water,2017,5.50513,454236.8973,Unimproved
POL,Poland,total,Drinking water,2017,0.56861,217043.9413,Basic service
POL,Poland,total,Drinking water,2017,0,0,Limited service
POL,Poland,total,Drinking water,2017,99.15607,37848577.42,Safely managed service
POL,Poland,total,Drinking water,2017,0,0,Surface water
POL,Poland,total,Drinking water,2017,0.27532,105090.6345,Unimproved
PRI,Puerto Rico,total,Drinking water,2017,3.03982,111352.5194,Basic service
PRI,Puerto Rico,total,Drinking water,2017,0,0,Limited service
PRI,Puerto Rico,total,Drinking water,2017,94.08497,3446455.796,Safely managed service
PRI,Puerto Rico,total,Drinking water,2017,0,0,Surface water
PRI,Puerto Rico,total,Drinking water,2017,2.87521,105322.6846,Unimproved
PRK,Democratic People's Republic of Korea,total,Drinking water,2017,27.88663,7108570.901,Basic service
PRK,Democratic People's Republic of Korea,total,Drinking water,2017,0.68326,174170.4295,Limited service
PRK,Democratic People's Republic of Korea,total,Drinking water,2017,66.62582,16983564.42,Safely managed service
PRK,Democratic People's Republic of Korea,total,Drinking water,2017,0.26825,68380.52996,Surface water
PRK,Democratic People's Republic of Korea,total,Drinking water,2017,4.53603,1156277.718,Unimproved
PRT,Portugal,total,Drinking water,2017,4.59575,474718.5168,Basic service
PRT,Portugal,total,Drinking water,2017,0,0,Limited service
PRT,Portugal,total,Drinking water,2017,95.31191,9845249.239,Safely managed service
PRT,Portugal,total,Drinking water,2017,0,0,Surface water
PRT,Portugal,total,Drinking water,2017,0.09234,9538.24423,Unimproved
PRY,Paraguay,total,Drinking water,2017,35.71563,2432697.529,Basic service
PRY,Paraguay,total,Drinking water,2017,0.3898,26550.34628,Limited service
PRY,Paraguay,total,Drinking water,2017,63.89457,4352048.881,Safely managed service
PRY,Paraguay,total,Drinking water,2017,0,0,Surface water
PRY,Paraguay,total,Drinking water,2017,0,0.24414,Unimproved
PSE,West Bank and Gaza Strip,total,Drinking water,2017,96.8269,4764584.322,At least basic
PSE,West Bank and Gaza Strip,total,Drinking water,2017,0.50344,24773.06787,Limited service
PSE,West Bank and Gaza Strip,total,Drinking water,2017,2.66966,131366.6102,Unimproved
PYF,French Polynesia,total,Drinking water,2017,100,283007,At least basic
PYF,French Polynesia,total,Drinking water,2017,0,0,Limited service
PYF,French Polynesia,total,Drinking water,2017,0,0,Surface water
PYF,French Polynesia,total,Drinking water,2017,0,0,Unimproved
QAT,Qatar,total,Drinking water,2017,3.38532,89345.61816,Basic service
QAT,Qatar,total,Drinking water,2017,0,0,Limited service
QAT,Qatar,total,Drinking water,2017,96.18279,2538466.681,Safely managed service
QAT,Qatar,total,Drinking water,2017,0,0,Surface water
QAT,Qatar,total,Drinking water,2017,0.4319,11398.70121,Unimproved
REU,Réunion,total,Drinking water,2017,3.82077,33491.38809,Basic service
REU,Réunion,total,Drinking water,2017,0,0,Limited service
REU,Réunion,total,Drinking water,2017,96.17923,843070.6119,Safely managed service
REU,Réunion,total,Drinking water,2017,0,0,Surface water
REU,Réunion,total,Drinking water,2017,0,0,Unimproved
ROU,Romania,total,Drinking water,2017,18.08419,3558843.187,Basic service
ROU,Romania,total,Drinking water,2017,0,0,Limited service
ROU,Romania,total,Drinking water,2017,81.91581,16120462.81,Safely managed service
ROU,Romania,total,Drinking water,2017,0,0,Surface water
ROU,Romania,total,Drinking water,2017,0,0,Unimproved
RUS,Russian Federation,total,Drinking water,2017,21.06218,30327374.53,Basic service
RUS,Russian Federation,total,Drinking water,2017,0.63228,910416.4245,Limited service
RUS,Russian Federation,total,Drinking water,2017,76.02773,109472140.1,Safely managed service
RUS,Russian Federation,total,Drinking water,2017,2.27781,3279812.989,Unimproved
RWA,Rwanda,total,Drinking water,2017,57.71328,7045871.937,At least basic
RWA,Rwanda,total,Drinking water,2017,21.75902,2656429.647,Limited service
RWA,Rwanda,total,Drinking water,2017,6.4435,786648.1541,Surface water
RWA,Rwanda,total,Drinking water,2017,14.08421,1719457.262,Unimproved
SAU,Saudi Arabia,total,Drinking water,2017,100,32938214,At least basic
SAU,Saudi Arabia,total,Drinking water,2017,0,0,Limited service
SAU,Saudi Arabia,total,Drinking water,2017,0,0,Surface water
SAU,Saudi Arabia,total,Drinking water,2017,0,0,Unimproved
SDN,Sudan,total,Drinking water,2017,60.26709,24428257.74,At least basic
SDN,Sudan,total,Drinking water,2017,26.68975,10818243.25,Limited service
SDN,Sudan,total,Drinking water,2017,9.34316,3787095.379,Surface water
SDN,Sudan,total,Drinking water,2017,3.7,1499731.632,Unimproved
SEN,Senegal,total,Drinking water,2017,80.67785,12787897.28,At least basic
SEN,Senegal,total,Drinking water,2017,2.59409,411178.0527,Limited service
SEN,Senegal,total,Drinking water,2017,0.2808,44508.06249,Surface water
SEN,Senegal,total,Drinking water,2017,16.44726,2606983.603,Unimproved
SGP,Singapore,total,Drinking water,2017,0,0,Basic service
SGP,Singapore,total,Drinking water,2017,0,0,Limited service
SGP,Singapore,total,Drinking water,2017,100,5708844,Safely managed service
SGP,Singapore,total,Drinking water,2017,0,0,Surface water
SGP,Singapore,total,Drinking water,2017,0,0,Unimproved
SHN,Saint Helena,total,Drinking water,2017,9.86538,399.44921,Basic service
SHN,Saint Helena,total,Drinking water,2017,0,0,Limited service
SHN,Saint Helena,total,Drinking water,2017,89.18462,3611.08505,Safely managed service
SHN,Saint Helena,total,Drinking water,2017,0,0,Surface water
SHN,Saint Helena,total,Drinking water,2017,0.95,38.4655,Unimproved
SLB,Solomon Islands,total,Drinking water,2017,67.77596,414343.5701,At least basic
SLB,Solomon Islands,total,Drinking water,2017,5.79244,35411.68194,Limited service
SLB,Solomon Islands,total,Drinking water,2017,11.55497,70640.5077,Surface water
SLB,Solomon Islands,total,Drinking water,2017,14.87663,90947.24028,Unimproved
SLE,Sierra Leone,total,Drinking water,2017,50.88786,3845703.484,Basic service
SLE,Sierra Leone,total,Drinking water,2017,9.00321,680391.3239,Limited service
SLE,Sierra Leone,total,Drinking water,2017,9.91913,749609.4291,Safely managed service
SLE,Sierra Leone,total,Drinking water,2017,13.70042,1035369.529,Surface water
SLE,Sierra Leone,total,Drinking water,2017,16.48939,1246138.234,Unimproved
SLV,El Salvador,total,Drinking water,2017,97.38837,6211287.395,At least basic
SLV,El Salvador,total,Drinking water,2017,0.22123,14109.51562,Limited service
SLV,El Salvador,total,Drinking water,2017,2.37914,151738.2372,Surface water
SLV,El Salvador,total,Drinking water,2017,0.01126,717.85243,Unimproved
SMR,San Marino,total,Drinking water,2017,0,0,Basic service
SMR,San Marino,total,Drinking water,2017,0,0,Limited service
SMR,San Marino,total,Drinking water,2017,100,33400,Safely managed service
SMR,San Marino,total,Drinking water,2017,0,0,Surface water
SMR,San Marino,total,Drinking water,2017,0,0,Unimproved
SOM,Somalia,total,Drinking water,2017,52.43619,7730417.233,At least basic
SOM,Somalia,total,Drinking water,2017,31.40468,4629841.867,Limited service
SOM,Somalia,total,Drinking water,2017,2.6424,389555.9661,Surface water
SOM,Somalia,total,Drinking water,2017,13.51674,1992707.933,Unimproved
SPM,Saint Pierre and Miquelon,total,Drinking water,2017,8.2717,522.77144,Basic service
SPM,Saint Pierre and Miquelon,total,Drinking water,2017,0,0,Limited service
SPM,Saint Pierre and Miquelon,total,Drinking water,2017,83.1283,5253.70856,Safely managed service
SPM,Saint Pierre and Miquelon,total,Drinking water,2017,0,0,Surface water
SPM,Saint Pierre and Miquelon,total,Drinking water,2017,8.6,543.52,Unimproved
SRB,Serbia,total,Drinking water,2017,10.79257,948728.9827,Basic service
SRB,Serbia,total,Drinking water,2017,13.69736,1204076.466,Limited service
SRB,Serbia,total,Drinking water,2017,74.72954,6569155.936,Safely managed service
SRB,Serbia,total,Drinking water,2017,0.01665,1463.62162,Surface water
SRB,Serbia,total,Drinking water,2017,0.76387,67148.99387,Unimproved
SSD,South Sudan,total,Drinking water,2017,40.67601,5115298.955,At least basic
SSD,South Sudan,total,Drinking water,2017,33.66142,4233163.707,Limited service
SSD,South Sudan,total,Drinking water,2017,9.07818,1141645.429,Surface water
SSD,South Sudan,total,Drinking water,2017,16.58439,2085605.909,Unimproved
STP,Sao Tome and Principe,total,Drinking water,2017,84.29016,172227.5551,At least basic
STP,Sao Tome and Principe,total,Drinking water,2017,12.46735,25474.16347,Limited service
STP,Sao Tome and Principe,total,Drinking water,2017,2.57321,5257.77135,Surface water
STP,Sao Tome and Principe,total,Drinking water,2017,0.66928,1367.51011,Unimproved
SUR,Suriname,total,Drinking water,2017,95.42474,537624.9216,At least basic
SUR,Suriname,total,Drinking water,2017,1.20692,6799.83539,Limited service
SUR,Suriname,total,Drinking water,2017,3.36833,18977.24297,Unimproved
SVK,Slovakia,total,Drinking water,2017,0,0,Basic service
SVK,Slovakia,total,Drinking water,2017,0.21227,11563.52822,Limited service
SVK,Slovakia,total,Drinking water,2017,99.78773,5436098.472,Safely managed service
SVK,Slovakia,total,Drinking water,2017,0,0,Surface water
SVK,Slovakia,total,Drinking water,2017,0,0,Unimproved
SVN,Slovenia,total,Drinking water,2017,1.48205,30826.34786,Basic service
SVN,Slovenia,total,Drinking water,2017,0,0,Limited service
SVN,Slovenia,total,Drinking water,2017,98.05297,2039478.419,Safely managed service
SVN,Slovenia,total,Drinking water,2017,0,0,Surface water
SVN,Slovenia,total,Drinking water,2017,0.46497,9671.35848,Unimproved
SWE,Sweden,total,Drinking water,2017,0.06,5946.42075,Basic service
SWE,Sweden,total,Drinking water,2017,0,0,Limited service
SWE,Sweden,total,Drinking water,2017,99.94,9904754.823,Safely managed service
SWE,Sweden,total,Drinking water,2017,0,0,Surface water
SWE,Sweden,total,Drinking water,2017,0,0,Unimproved
SWZ,Eswatini,total,Drinking water,2017,69.00866,943523.5978,At least basic
SWZ,Eswatini,total,Drinking water,2017,9.26214,126636.9548,Limited service
SWZ,Eswatini,total,Drinking water,2017,13.07983,178834.5473,Surface water
SWZ,Eswatini,total,Drinking water,2017,8.64937,118258.9001,Unimproved
SXM,Sint Maarten (Dutch part),total,Drinking water,2017,95.07412,38143.73676,At least basic
SXM,Sint Maarten (Dutch part),total,Drinking water,2017,0,0,Limited service
SXM,Sint Maarten (Dutch part),total,Drinking water,2017,0,0,Surface water
SXM,Sint Maarten (Dutch part),total,Drinking water,2017,4.92588,1976.26324,Unimproved
SYC,Seychelles,total,Drinking water,2017,96.24901,91183.42703,At least basic
SYC,Seychelles,total,Drinking water,2017,0,0,Limited service
SYC,Seychelles,total,Drinking water,2017,3.75099,3553.57297,Surface water
SYC,Seychelles,total,Drinking water,2017,0,0,Unimproved
SYR,Syrian Arab Republic,total,Drinking water,2017,97.21651,17761327.36,At least basic
SYR,Syrian Arab Republic,total,Drinking water,2017,2.20625,403078.5545,Limited service
SYR,Syrian Arab Republic,total,Drinking water,2017,0.57725,105462.0871,Unimproved
TCA,Turks and Caicos Islands,total,Drinking water,2017,94.31818,33432.02273,At least basic
TCA,Turks and Caicos Islands,total,Drinking water,2017,0,0,Limited service
TCA,Turks and Caicos Islands,total,Drinking water,2017,0,0,Surface water
TCA,Turks and Caicos Islands,total,Drinking water,2017,5.68182,2013.97727,Unimproved
TCD,Chad,total,Drinking water,2017,38.7006,5766386.993,At least basic
TCD,Chad,total,Drinking water,2017,17.04311,2539421.741,Limited service
TCD,Chad,total,Drinking water,2017,5.52778,823638.2956,Surface water
TCD,Chad,total,Drinking water,2017,38.72852,5770546.971,Unimproved
TGO,Togo,total,Drinking water,2017,65.12884,5078547.664,At least basic
TGO,Togo,total,Drinking water,2017,5.7753,450340.126,Limited service
TGO,Togo,total,Drinking water,2017,13.37451,1042903.213,Surface water
TGO,Togo,total,Drinking water,2017,15.72135,1225902.997,Unimproved
THA,Thailand,total,Drinking water,2017,99.93071,68989677,At least basic
THA,Thailand,total,Drinking water,2017,0.06929,47835.00362,Limited service
THA,Thailand,total,Drinking water,2017,0,0,Surface water
THA,Thailand,total,Drinking water,2017,0,0,Unimproved
TJK,Tajikistan,total,Drinking water,2017,33.32923,2973414.609,Basic service
TJK,Tajikistan,total,Drinking water,2017,2.32353,207289.9539,Limited service
TJK,Tajikistan,total,Drinking water,2017,47.86705,4270383.569,Safely managed service
TJK,Tajikistan,total,Drinking water,2017,14.17388,1264500.74,Surface water
TJK,Tajikistan,total,Drinking water,2017,2.30631,205754.128,Unimproved
TKL,Tokelau,total,Drinking water,2017,99.62425,1295.11525,At least basic
TKL,Tokelau,total,Drinking water,2017,0,0,Limited service
TKL,Tokelau,total,Drinking water,2017,0,0,Surface water
TKL,Tokelau,total,Drinking water,2017,0.37575,4.88475,Unimproved
TKM,Turkmenistan,total,Drinking water,2017,4.91034,282740.8539,Basic service
TKM,Turkmenistan,total,Drinking water,2017,1.18567,68271.88393,Limited service
TKM,Turkmenistan,total,Drinking water,2017,93.90399,5407062.262,Safely managed service
TKM,Turkmenistan,total,Drinking water,2017,0,0,Surface water
TKM,Turkmenistan,total,Drinking water,2017,0,0,Unimproved
TLS,Timor-Leste,total,Drinking water,2017,78.34387,1015580.149,At least basic
TLS,Timor-Leste,total,Drinking water,2017,2.30842,29924.28257,Limited service
TLS,Timor-Leste,total,Drinking water,2017,4.42871,57409.91075,Surface water
TLS,Timor-Leste,total,Drinking water,2017,14.919,193396.6572,Unimproved
TON,Tonga,total,Drinking water,2017,99.90683,107919.3553,At least basic
TON,Tonga,total,Drinking water,2017,0,0,Limited service
TON,Tonga,total,Drinking water,2017,0,0,Surface water
TON,Tonga,total,Drinking water,2017,0.09317,100.64467,Unimproved
TTO,Trinidad and Tobago,total,Drinking water,2017,98.18496,1344274.862,At least basic
TTO,Trinidad and Tobago,total,Drinking water,2017,1.11698,15292.81464,Limited service
TTO,Trinidad and Tobago,total,Drinking water,2017,0,0,Surface water
TTO,Trinidad and Tobago,total,Drinking water,2017,0.69806,9557.32357,Unimproved
TUN,Tunisia,total,Drinking water,2017,3.59718,414831.2624,Basic service
TUN,Tunisia,total,Drinking water,2017,1.96382,226470.1114,Limited service
TUN,Tunisia,total,Drinking water,2017,92.65752,10685383.4,Safely managed service
TUN,Tunisia,total,Drinking water,2017,0,0,Surface water
TUN,Tunisia,total,Drinking water,2017,1.78148,205442.2217,Unimproved
TUR,Turkey,total,Drinking water,2017,98.87572,79837222.35,At least basic
TUR,Turkey,total,Drinking water,2017,0,0,Limited service
TUR,Turkey,total,Drinking water,2017,0.12689,102461.232,Surface water
TUR,Turkey,total,Drinking water,2017,0.99739,805340.4155,Unimproved
TUV,Tuvalu,total,Drinking water,2017,99.27224,11110.5491,At least basic
TUV,Tuvalu,total,Drinking water,2017,0,0,Limited service
TUV,Tuvalu,total,Drinking water,2017,0,0,Surface water
TUV,Tuvalu,total,Drinking water,2017,0.72776,81.4509,Unimproved
TZA,United Republic of Tanzania,total,Drinking water,2017,56.72645,32509940.02,At least basic
TZA,United Republic of Tanzania,total,Drinking water,2017,11.43427,6552983.443,Limited service
TZA,United Republic of Tanzania,total,Drinking water,2017,14.22888,8154571.641,Surface water
TZA,United Republic of Tanzania,total,Drinking water,2017,17.6104,10092524.89,Unimproved
UGA,Uganda,total,Drinking water,2017,42.03823,18018828.92,Basic service
UGA,Uganda,total,Drinking water,2017,31.71679,13594752.21,Limited service
UGA,Uganda,total,Drinking water,2017,7.0658,3028610.874,Safely managed service
UGA,Uganda,total,Drinking water,2017,6.71672,2878983.639,Surface water
UGA,Uganda,total,Drinking water,2017,12.46246,5341780.357,Unimproved
UKR,Ukraine,total,Drinking water,2017,1.78396,788921.1266,Basic service
UKR,Ukraine,total,Drinking water,2017,5.64457,2496193.723,Limited service
UKR,Ukraine,total,Drinking water,2017,92.00686,40688140.73,Safely managed service
UKR,Ukraine,total,Drinking water,2017,0.32871,145365.556,Surface water
UKR,Ukraine,total,Drinking water,2017,0.2359,104322.8667,Unimproved
URY,Uruguay,total,Drinking water,2017,99.40236,3436091.2,At least basic
URY,Uruguay,total,Drinking water,2017,0.59764,20658.90651,Limited service
URY,Uruguay,total,Drinking water,2017,0,0,Surface water
URY,Uruguay,total,Drinking water,2017,0,0,Unimproved
USA,United States of America,total,Drinking water,2017,0.26741,867650.5194,Basic service
USA,United States of America,total,Drinking water,2017,0,0,Limited service
USA,United States of America,total,Drinking water,2017,99.00178,321220630,Safely managed service
USA,United States of America,total,Drinking water,2017,0,0,Surface water
USA,United States of America,total,Drinking water,2017,0.73081,2371175.431,Unimproved
UZB,Uzbekistan,total,Drinking water,2017,38.92965,12422699.62,Basic service
UZB,Uzbekistan,total,Drinking water,2017,0,0,Limited service
UZB,Uzbekistan,total,Drinking water,2017,58.90381,18796581.27,Safely managed service
UZB,Uzbekistan,total,Drinking water,2017,1.94211,619739.1271,Surface water
UZB,Uzbekistan,total,Drinking water,2017,0.22444,71619.97914,Unimproved
VCT,Saint Vincent and the Grenadines,total,Drinking water,2017,95.14522,104561.7423,At least basic
VCT,Saint Vincent and the Grenadines,total,Drinking water,2017,0,0,Limited service
VCT,Saint Vincent and the Grenadines,total,Drinking water,2017,4.85478,5335.25769,Unimproved
VEN,Venezuela (Bolivarian Republic of),total,Drinking water,2017,95.72371,30609632.43,At least basic
VEN,Venezuela (Bolivarian Republic of),total,Drinking water,2017,0.48102,153817.2484,Limited service
VEN,Venezuela (Bolivarian Republic of),total,Drinking water,2017,1.37823,440716.911,Surface water
VEN,Venezuela (Bolivarian Republic of),total,Drinking water,2017,2.41704,772897.4089,Unimproved
VGB,British Virgin Islands,total,Drinking water,2017,99.86438,31153.6931,At least basic
VGB,British Virgin Islands,total,Drinking water,2017,0,0,Limited service
VGB,British Virgin Islands,total,Drinking water,2017,0,0,Surface water
VGB,British Virgin Islands,total,Drinking water,2017,0.13562,42.3069,Unimproved
VIR,United States Virgin Islands,total,Drinking water,2017,98.71827,103556.4497,At least basic
VIR,United States Virgin Islands,total,Drinking water,2017,0,0,Limited service
VIR,United States Virgin Islands,total,Drinking water,2017,0,0,Surface water
VIR,United States Virgin Islands,total,Drinking water,2017,1.28173,1344.55034,Unimproved
VNM,Viet Nam,total,Drinking water,2017,94.71881,90495104.63,At least basic
VNM,Viet Nam,total,Drinking water,2017,0,0,Limited service
VNM,Viet Nam,total,Drinking water,2017,0,0,Surface water
VNM,Viet Nam,total,Drinking water,2017,5.28119,5045695.373,Unimproved
VUT,Vanuatu,total,Drinking water,2017,47.12648,130184.0688,Basic service
VUT,Vanuatu,total,Drinking water,2017,1.06605,2944.90743,Limited service
VUT,Vanuatu,total,Drinking water,2017,44.13033,121907.3767,Safely managed service
VUT,Vanuatu,total,Drinking water,2017,7.67714,21207.64707,Surface water
VUT,Vanuatu,total,Drinking water,2017,0,0,Unimproved
WLF,Wallis and Futuna Islands,total,Drinking water,2017,99.55928,11721.11361,At least basic
WLF,Wallis and Futuna Islands,total,Drinking water,2017,0,0,Limited service
WLF,Wallis and Futuna Islands,total,Drinking water,2017,0,0,Surface water
WLF,Wallis and Futuna Islands,total,Drinking water,2017,0.44072,51.88639,Unimproved
WSM,Samoa,total,Drinking water,2017,38.56149,75750.18872,Basic service
WSM,Samoa,total,Drinking water,2017,0.65258,1281.93219,Limited service
WSM,Samoa,total,Drinking water,2017,58.82111,115548.1814,Safely managed service
WSM,Samoa,total,Drinking water,2017,0.30789,604.80987,Surface water
WSM,Samoa,total,Drinking water,2017,1.65694,3254.88785,Unimproved
YEM,Yemen,total,Drinking water,2017,63.47347,17931523.09,At least basic
YEM,Yemen,total,Drinking water,2017,28.57406,8072291.947,Limited service
YEM,Yemen,total,Drinking water,2017,4.19288,1184506.19,Surface water
YEM,Yemen,total,Drinking water,2017,3.75959,1062098.774,Unimproved
ZAF,South Africa,total,Drinking water,2017,92.6787,52564723.96,At least basic
ZAF,South Africa,total,Drinking water,2017,2.79026,1582558.746,Limited service
ZAF,South Africa,total,Drinking water,2017,2.69656,1529413.298,Surface water
ZAF,South Africa,total,Drinking water,2017,1.83447,1040460,Unimproved
ZMB,Zambia,total,Drinking water,2017,59.96376,10250282.49,At least basic
ZMB,Zambia,total,Drinking water,2017,7.50412,1282763.788,Limited service
ZMB,Zambia,total,Drinking water,2017,8.63913,1476783.381,Surface water
ZMB,Zambia,total,Drinking water,2017,23.893,4084300.341,Unimproved
ZWE,Zimbabwe,total,Drinking water,2017,64.05123,10587606.78,At least basic
ZWE,Zimbabwe,total,Drinking water,2017,13.1998,2181913.775,Limited service
ZWE,Zimbabwe,total,Drinking water,2017,7.09885,1173433.544,Surface water
ZWE,Zimbabwe,total,Drinking water,2017,15.65012,2586949.9,Unimproved