country,year,gini,gdp,basic,safe,region
Mongolia,2012,33.8,4351.9,78.8,24.1,Eastern and South-Eastern Asia
Mongolia,2014,32,4158.5,80.8,23.9,Eastern and South-Eastern Asia
Mongolia,2016,32.3,3660.2,82.8,23.6,Eastern and South-Eastern Asia
Montenegro,2012,41.2,6586.5,96,90.5,Europe and Northern America
Montenegro,2013,39,7186.8,96,91.2,Europe and Northern America
Montenegro,2014,38.8,7378,96.3,91.8,Europe and Northern America
Montenegro,2015,39,6514.6,97.1,92.5,Europe and Northern America
Montenegro,2016,38.5,7028.7,97.1,93,Europe and Northern America
Morocco,2000,40.6,1334.9,62.3,54.8,Northern Africa and Western Asia
Morocco,2006,40.7,2196,71.1,60.5,Northern Africa and Western Asia
Morocco,2013,39.5,3121.7,82.1,67.3,Northern Africa and Western Asia
Nepal,2003,43.8,252.4,81.7,24.6,Central and Southern Asia
Nepal,2010,32.8,592.4,85.4,25.9,Central and Southern Asia
Norway,2000,27.4,38131.5,100,100,Europe and Northern America
Norway,2003,27.6,50134.9,100,100,Europe and Northern America
Norway,2004,31.6,57603.8,100,100,Europe and Northern America
Norway,2005,30.6,66810.5,100,100,Europe and Northern America
Norway,2006,26.4,74148.3,100,100,Europe and Northern America
Norway,2007,27.1,85140,100,100,Europe and Northern America
Norway,2008,27,96944.1,100,99.8,Europe and Northern America
Norway,2009,26.2,79977.7,100,99.6,Europe and Northern America
Norway,2010,25.7,87693.8,100,99.4,Europe and Northern America
Norway,2011,25.3,100600.6,100,99.2,Europe and Northern America
Norway,2012,25.7,101524.1,100,99.1,Europe and Northern America
Norway,2013,26.4,102913.5,100,98.9,Europe and Northern America
Norway,2014,26.8,97019.2,100,98.7,Europe and Northern America
Norway,2015,27.5,74355.5,100,98.5,Europe and Northern America
Norway,2016,28.5,70459.2,100,98.3,Europe and Northern America
Norway,2017,27,75496.8,100,98.3,Europe and Northern America
Pakistan,2001,30.4,544.5,86.1,37.9,Central and Southern Asia
Pakistan,2004,32.5,687.8,87.1,38,Central and Southern Asia
Pakistan,2005,32.7,748.9,87.4,37.8,Central and Southern Asia
Pakistan,2007,31.6,908.1,88.1,37.4,Central and Southern Asia
Pakistan,2010,29.8,987.4,89.2,36.8,Central and Southern Asia
Pakistan,2011,30.9,1165,89.5,36.6,Central and Southern Asia
Pakistan,2013,30.7,1208.9,90.2,36.2,Central and Southern Asia
Pakistan,2015,32.6,1356.7,90.8,35.8,Central and Southern Asia
Philippines,2000,47.7,1072.8,85.6,36,Eastern and South-Eastern Asia
Philippines,2003,46.6,1048,86.9,40.3,Eastern and South-Eastern Asia
Philippines,2006,47.2,1452.4,88.2,44.7,Eastern and South-Eastern Asia
Philippines,2009,46.3,1905.9,89.6,45.1,Eastern and South-Eastern Asia
Philippines,2012,46.5,2694.3,91.1,45.6,Eastern and South-Eastern Asia
Philippines,2015,44.6,3001,92.6,46.2,Eastern and South-Eastern Asia
Poland,2005,35.8,8021.5,97.1,94,Europe and Northern America
Poland,2006,34.7,9035.4,97.1,94.2,Europe and Northern America
Poland,2007,34,11254.5,97,94.4,Europe and Northern America
Poland,2008,33.5,13996,97,94.6,Europe and Northern America
Poland,2009,33.4,11526.1,97,94.8,Europe and Northern America
Poland,2010,33.2,12613,97.4,95.3,Europe and Northern America
Poland,2011,33.2,13879.6,97.7,95.9,Europe and Northern America
Poland,2012,33,13097.3,98,96.4,Europe and Northern America
Poland,2013,33.1,13696.5,98.4,97,Europe and Northern America
Poland,2014,32.8,14271.3,98.7,97.5,Europe and Northern America
Poland,2015,31.8,12578.5,99,98,Europe and Northern America
Poland,2016,31.2,12447.4,99.4,98.6,Europe and Northern America
Poland,2017,29.7,13864.7,99.7,99.2,Europe and Northern America
Portugal,2003,38.8,15763,98.9,93.8,Europe and Northern America
Portugal,2004,38.9,18031,99,94,Europe and Northern America
Portugal,2005,38.5,18773.1,99.1,94.1,Europe and Northern America
Portugal,2006,38.1,19822.8,99.2,94.2,Europe and Northern America
Portugal,2007,36.8,22782.1,99.3,94.4,Europe and Northern America
Portugal,2008,36.6,24847.5,99.4,94.5,Europe and Northern America
Portugal,2009,34.9,23059.8,99.5,94.7,Europe and Northern America
Portugal,2010,35.8,22498.7,99.6,94.8,Europe and Northern America
Portugal,2011,36.3,23186.9,99.7,94.9,Europe and Northern America
Portugal,2012,36,20564.9,99.8,95.1,Europe and Northern America
Portugal,2013,36.2,21647,99.9,95.2,Europe and Northern America
Portugal,2014,35.6,22074.3,99.9,95.2,Europe and Northern America
Portugal,2015,35.5,19242.4,99.9,95.3,Europe and Northern America
Portugal,2016,35.2,19978.4,99.9,95.3,Europe and Northern America
Portugal,2017,33.8,21490.4,99.9,95.3,Europe and Northern America
Romania,2006,39.6,5757.5,100,81.7,Europe and Northern America
Romania,2007,37.5,8360.2,100,81.8,Europe and Northern America
Romania,2008,36.4,10435,100,81.8,Europe and Northern America
Romania,2009,35.6,8548.1,100,81.8,Europe and Northern America
Romania,2010,35.5,8214.1,100,81.9,Europe and Northern America
Romania,2011,35.9,9099.2,100,81.9,Europe and Northern America
Romania,2012,36.5,8507.1,100,81.9,Europe and Northern America
Romania,2013,36.9,9547.9,100,81.9,Europe and Northern America
Romania,2014,36,10043.7,100,81.9,Europe and Northern America
Romania,2015,35.9,8969.1,100,81.9,Europe and Northern America
Romania,2016,34.4,9548.6,100,81.9,Europe and Northern America
Romania,2017,36,10807.8,100,81.9,Europe and Northern America
Samoa,2002,40.7,1633,91.9,57.1,Oceania
Samoa,2008,42,3379.1,93.2,57.7,Oceania
Samoa,2013,38.7,4037.5,95.9,58.4,Oceania
Serbia,2012,39.9,6015.9,88.6,74.7,Europe and Northern America
Serbia,2013,39.5,6755.1,87.8,74.7,Europe and Northern America
Serbia,2014,40.5,6600.1,87,74.7,Europe and Northern America
Serbia,2015,40.5,5589,86.3,74.7,Europe and Northern America
Serbia,2016,38.8,5765.2,85.5,74.7,Europe and Northern America
Serbia,2017,36.2,6292.5,85.5,74.7,Europe and Northern America
Slovak Republic,2004,27.1,10671.8,98,94.1,Europe and Northern America
Slovak Republic,2005,29.3,11685.8,98,94.7,Europe and Northern America
Slovak Republic,2006,25.8,13159.8,98,95.4,Europe and Northern America
Slovak Republic,2007,24.7,16085.6,98,96,Europe and Northern America
Slovak Republic,2008,26,18677.3,98,96.6,Europe and Northern America
Slovak Republic,2009,27.2,16531.7,98.3,97.3,Europe and Northern America
Slovak Republic,2010,27.3,16750.8,98.6,97.9,Europe and Northern America
Slovak Republic,2011,26.5,18361.6,99,98.6,Europe and Northern America
Slovak Republic,2012,26.1,17481.9,99.4,99.1,Europe and Northern America
Slovak Republic,2013,28.1,18260,99.5,99.3,Europe and Northern America
Slovak Republic,2014,26.1,18674.3,99.8,99.4,Europe and Northern America
Slovak Republic,2015,26.5,16311,99.8,99.6,Europe and Northern America
Slovak Republic,2016,25.2,16508.7,99.8,99.7,Europe and Northern America
Slovenia,2004,24.8,17233.1,99.6,82.4,Europe and Northern America
Slovenia,2005,24.6,18098.9,99.6,83.7,Europe and Northern America
Slovenia,2006,24.4,19673,99.6,84.9,Europe and Northern America
Slovenia,2007,24.4,23787.6,99.6,86.2,Europe and Northern America
Slovenia,2008,23.7,27483.3,99.6,87.5,Europe and Northern America
Slovenia,2009,24.8,24694.2,99.6,88.8,Europe and Northern America
Slovenia,2010,24.9,23509.5,99.6,90.1,Europe and Northern America
Slovenia,2011,24.9,25095.1,99.6,91.4,Europe and Northern America
Slovenia,2012,25.6,22643.1,99.5,92.7,Europe and Northern America
Slovenia,2013,26.2,23496.6,99.5,94,Europe and Northern America
Slovenia,2014,25.7,24214.9,99.5,95.3,Europe and Northern America
Slovenia,2015,25.4,20881.8,99.5,96.6,Europe and Northern America
Slovenia,2016,24.8,21663.6,99.5,97.8,Europe and Northern America
Slovenia,2017,24.2,23512.8,99.5,98.1,Europe and Northern America
Sweden,2000,27.2,29624.9,100,99.9,Europe and Northern America
Sweden,2003,25.3,37321.8,100,99.9,Europe and Northern America
Sweden,2004,26.1,42821.7,100,99.9,Europe and Northern America
Sweden,2005,26.8,43437.1,100,99.9,Europe and Northern America
Sweden,2006,26.4,46593.6,100,99.9,Europe and Northern America
Sweden,2007,27.1,53700,100,99.9,Europe and Northern America
Sweden,2008,28.1,56152.6,100,99.9,Europe and Northern America
Sweden,2009,27.3,46947,100,99.9,Europe and Northern America
Sweden,2010,27.7,52869,100,99.9,Europe and Northern America
Sweden,2011,27.6,60755.8,100,99.9,Europe and Northern America
Sweden,2012,27.6,58037.8,100,99.9,Europe and Northern America
Sweden,2013,28.8,61126.9,100,99.9,Europe and Northern America
Sweden,2014,28.4,60020.4,100,99.9,Europe and Northern America
Sweden,2015,29.2,51545.5,100,99.9,Europe and Northern America
Sweden,2016,29.6,51965.2,100,99.9,Europe and Northern America
Sweden,2017,28.8,53791.5,100,99.9,Europe and Northern America
Tajikistan,2003,32.7,237.8,60.2,38.9,Central and Southern Asia
Tajikistan,2004,33.6,311.6,61.6,40.2,Central and Southern Asia
Tajikistan,2007,32.2,526.6,66,44.3,Central and Southern Asia
Tajikistan,2009,30.8,676.1,68.9,45.7,Central and Southern Asia
Tajikistan,2015,34,929.1,78.1,47.5,Central and Southern Asia
Tunisia,2000,40.8,2211.8,87.9,40.9,Northern Africa and Western Asia
Tunisia,2005,37.7,3193.2,90,63.2,Northern Africa and Western Asia
Tunisia,2010,35.8,4142,92.5,86.3,Northern Africa and Western Asia
Tunisia,2015,32.8,3861.7,95.7,92.1,Northern Africa and Western Asia
Ukraine,2002,29,878.6,98.2,65.9,Europe and Northern America
Ukraine,2003,28.7,1047.5,98.2,66,Europe and Northern America
Ukraine,2004,28.9,1366,97.7,68.7,Europe and Northern America
Ukraine,2005,29,1826.9,97.3,71.4,Europe and Northern America
Ukraine,2006,29.8,2300.8,96.9,74.1,Europe and Northern America
Ukraine,2007,27,3065.6,96.4,76.7,Europe and Northern America
Ukraine,2008,26.6,3887.2,96,79.4,Europe and Northern America
Ukraine,2009,25.3,2543,95.5,82,Europe and Northern America
Ukraine,2010,24.8,2965.1,95.1,84.6,Europe and Northern America
Ukraine,2011,24.6,3569.8,94.6,87.2,Europe and Northern America
Ukraine,2012,24.7,3855.4,94.2,89.8,Europe and Northern America
Ukraine,2013,24.6,4029.7,94,92.1,Europe and Northern America
Ukraine,2014,24,3104.6,93.6,91.8,Europe and Northern America
Ukraine,2015,25.5,2124.7,93.7,91.9,Europe and Northern America
Ukraine,2016,25,2187.7,93.7,91.9,Europe and Northern America
Ukraine,2017,26,2640.7,93.8,92,Europe and Northern America
Uzbekistan,2000,36.1,558.2,84.8,56.3,Central and Southern Asia
Uzbekistan,2002,33,383.3,87.5,56.6,Central and Southern Asia
Uzbekistan,2003,35.3,396.4,88.9,56.8,Central and Southern Asia
Vanuatu,2010,37.6,2966.9,86.5,41.8,Oceania
Canada,2000,33.3,24190.2,99.1,98.2,Europe and Northern America
Canada,2004,33.7,32034.3,99.1,98.2,Europe and Northern America
Canada,2007,33.8,44543,99.2,98.4,Europe and Northern America
Canada,2010,33.6,47448,99.3,98.5,Europe and Northern America
Canada,2012,33.5,52678.4,99.3,98.6,Europe and Northern America
Canada,2013,33.8,52652.6,99.3,98.7,Europe and Northern America
Canada,2014,33.2,50893.4,99.4,98.7,Europe and Northern America
Canada,2015,33.7,43585.5,99.4,98.8,Europe and Northern America
Canada,2016,32.7,42322.5,99.4,98.8,Europe and Northern America
Canada,2017,33.3,45146.1,99.4,98.9,Europe and Northern America
Chile,2000,52.8,5074.9,95.7,92,Latin America and the Caribbean
Chile,2003,51.5,4772.6,96.6,93.4,Latin America and the Caribbean
Chile,2006,47.3,9464.6,97.4,94.8,Latin America and the Caribbean
Chile,2009,47,10208.9,98.2,96.1,Latin America and the Caribbean
Chile,2011,46,14637.2,98.7,97,Latin America and the Caribbean
Chile,2013,45.8,15842.9,99.2,97.9,Latin America and the Caribbean
Chile,2015,44.4,13574.2,99.6,98.5,Latin America and the Caribbean
Chile,2017,44.4,14999.4,99.8,98.6,Latin America and the Caribbean
Colombia,2000,58.7,2520.5,90.9,68.3,Latin America and the Caribbean
Colombia,2001,57.5,2439.7,91.4,68.6,Latin America and the Caribbean
Colombia,2002,56,2396.6,91.8,69,Latin America and the Caribbean
Colombia,2003,53.6,2281.4,92.2,69.4,Latin America and the Caribbean
Colombia,2004,55,2782.6,92.6,69.8,Latin America and the Caribbean
Colombia,2005,53.9,3414.5,93,70.1,Latin America and the Caribbean
Colombia,2008,55.3,5472.5,94.2,71.1,Latin America and the Caribbean
Colombia,2009,54.3,5193.2,94.6,71.3,Latin America and the Caribbean
Colombia,2010,54.6,6336.7,94.9,71.6,Latin America and the Caribbean
Colombia,2011,53.5,7335.2,95.3,71.8,Latin America and the Caribbean
Colombia,2012,52.6,8050.3,95.7,72.1,Latin America and the Caribbean
Colombia,2013,52.6,8218.3,96,72.3,Latin America and the Caribbean
Colombia,2014,52.6,8114.3,96.3,72.6,Latin America and the Caribbean
Colombia,2015,51,6175.9,96.7,72.8,Latin America and the Caribbean
Colombia,2016,50.6,5870.8,97,73,Latin America and the Caribbean
Colombia,2017,49.7,6376.7,97.3,73.2,Latin America and the Caribbean
"Congo, Rep.",2005,47.3,1835.6,60.6,31.2,Sub-Saharan Africa
"Congo, Rep.",2011,48.9,3562.2,67,41.4,Sub-Saharan Africa
Costa Rica,2000,47.4,3772.9,94.1,86.7,Latin America and the Caribbean
Costa Rica,2001,51.5,3944.7,94.6,87.3,Latin America and the Caribbean
Costa Rica,2002,51.8,4024.7,95.1,87.9,Latin America and the Caribbean
Costa Rica,2003,49.3,4129.6,95.6,88.4,Latin America and the Caribbean
Costa Rica,2004,48.3,4385.4,96,88.9,Latin America and the Caribbean
Costa Rica,2005,47.5,4654.8,96.4,89.5,Latin America and the Caribbean
Costa Rica,2006,49.4,5201.5,96.8,89.9,Latin America and the Caribbean
Costa Rica,2007,49.3,6071.8,97.2,90.4,Latin America and the Caribbean
Costa Rica,2008,48.6,6859.1,97.5,90.9,Latin America and the Caribbean
Costa Rica,2009,50.6,6760.5,97.9,91.3,Latin America and the Caribbean
Costa Rica,2010,48.2,8141.9,98.2,91.7,Latin America and the Caribbean
Costa Rica,2011,48.7,9121.9,98.5,92.1,Latin America and the Caribbean
Costa Rica,2012,48.6,9913.2,98.8,92.5,Latin America and the Caribbean
Costa Rica,2013,49.3,10490.1,99,92.8,Latin America and the Caribbean
Costa Rica,2014,48.6,10547.2,99.3,93.1,Latin America and the Caribbean
Costa Rica,2015,48.4,11299.1,99.5,93.5,Latin America and the Caribbean
Costa Rica,2016,48.7,11666.5,99.7,93.7,Latin America and the Caribbean
Costa Rica,2017,48.3,11814.6,99.7,93.8,Latin America and the Caribbean
Cote d'Ivoire,2002,41.3,719.9,71,34.1,Sub-Saharan Africa
Cote d'Ivoire,2008,43.2,1240.6,71.8,35.1,Sub-Saharan Africa
Cote d'Ivoire,2015,41.5,1972.5,72.7,36.2,Sub-Saharan Africa
Ecuador,2000,56.4,1445.3,82.4,66.2,Latin America and the Caribbean
Ecuador,2003,53.5,2425.9,84.5,68,Latin America and the Caribbean
Ecuador,2004,53.9,2691.3,85.2,68.5,Latin America and the Caribbean
Ecuador,2005,53.1,3002.1,86,69,Latin America and the Caribbean
Ecuador,2006,52.3,3328.9,86.7,69.6,Latin America and the Caribbean
Ecuador,2007,53.4,3567.8,87.4,70.1,Latin America and the Caribbean
Ecuador,2008,49.8,4249,88.1,70.7,Latin America and the Caribbean
Ecuador,2009,48.5,4231.6,88.8,71.2,Latin America and the Caribbean
Ecuador,2010,48.8,4633.6,89.5,71.7,Latin America and the Caribbean
Ecuador,2011,45.9,5200.6,90.2,72.3,Latin America and the Caribbean
Ecuador,2012,46.1,5682,90.9,72.8,Latin America and the Caribbean
Ecuador,2013,46.9,6056.3,91.7,73.3,Latin America and the Caribbean
Ecuador,2014,45,6377.1,92.4,73.8,Latin America and the Caribbean
Ecuador,2015,46,6124.5,93.1,74.4,Latin America and the Caribbean
Ecuador,2016,45,6060.1,93.7,74.9,Latin America and the Caribbean
Ecuador,2017,44.7,6213.5,94,75.1,Latin America and the Caribbean
Ethiopia,2004,29.8,136.5,24.8,5.8,Sub-Saharan Africa
Ethiopia,2010,33.2,341.6,33,7.9,Sub-Saharan Africa
Ethiopia,2015,35,640.5,39,10.3,Sub-Saharan Africa
Ghana,2005,42.8,492.5,69.3,18.4,Sub-Saharan Africa
Ghana,2012,42.4,1587.6,76.4,28.4,Sub-Saharan Africa
Ghana,2016,43.5,1931.4,80.4,34.8,Sub-Saharan Africa
Guatemala,2000,54.2,1664.3,85.8,46.6,Latin America and the Caribbean
Guatemala,2006,54.6,2287.9,88.9,49.9,Latin America and the Caribbean
Guatemala,2014,48.3,3779.6,92.8,54.5,Latin America and the Caribbean
Nicaragua,2001,52.9,1034.6,81.2,49.1,Latin America and the Caribbean
Nicaragua,2005,48.8,1162.3,81.2,50.5,Latin America and the Caribbean
Nicaragua,2009,43.9,1444.4,81.3,50.9,Latin America and the Caribbean
Nicaragua,2014,46.2,1934.1,81.4,51.3,Latin America and the Caribbean
Nigeria,2003,40.1,795.4,52.1,16.4,Sub-Saharan Africa
Nigeria,2009,43,1891.3,60.4,18.1,Sub-Saharan Africa
Paraguay,2001,54.6,1565.1,77.1,50.4,Latin America and the Caribbean
Paraguay,2002,57.3,1300.9,78.7,51.4,Latin America and the Caribbean
Paraguay,2003,54.9,1365.4,80.3,52.3,Latin America and the Caribbean
Paraguay,2004,52.3,1679.5,81.8,53.2,Latin America and the Caribbean
Paraguay,2005,51.4,1843.6,83.3,54.1,Latin America and the Caribbean
Paraguay,2006,53,2271.1,84.8,55,Latin America and the Caribbean
Paraguay,2007,53,2976.8,86.2,55.8,Latin America and the Caribbean
Paraguay,2008,50.7,4041.6,87.7,56.7,Latin America and the Caribbean
Paraguay,2009,49.1,3624.6,89.1,57.6,Latin America and the Caribbean
Paraguay,2010,51,4355.9,90.5,58.4,Latin America and the Caribbean
Paraguay,2011,52.3,5323,91.9,59.2,Latin America and the Caribbean
Paraguay,2012,47.6,5183.1,93.2,60.1,Latin America and the Caribbean
Paraguay,2013,47.9,5926.8,94.6,60.9,Latin America and the Caribbean
Paraguay,2014,50.7,6102.9,95.9,61.7,Latin America and the Caribbean
Paraguay,2015,47.6,5406.7,97.3,62.5,Latin America and the Caribbean
Paraguay,2016,47.9,5319.4,98.6,63.2,Latin America and the Caribbean
Paraguay,2017,48.5,5680.6,99.6,63.9,Latin America and the Caribbean
Peru,2000,49.1,1955.6,80.7,45.1,Latin America and the Caribbean
Peru,2001,51.3,1941.5,81.4,45.4,Latin America and the Caribbean
Peru,2002,53.6,2021.2,82.1,45.8,Latin America and the Caribbean
Peru,2003,53.1,2145.6,82.8,46.2,Latin America and the Caribbean
Peru,2004,49.9,2417,83.5,46.6,Latin America and the Caribbean
Peru,2005,50.4,2729.5,84.2,46.9,Latin America and the Caribbean
Peru,2006,50.3,3154.3,84.8,47.3,Latin America and the Caribbean
Peru,2007,50,3606.1,85.5,47.6,Latin America and the Caribbean
Peru,2008,47.5,4220.6,86.1,47.9,Latin America and the Caribbean
Peru,2009,47,4196.3,86.7,48.2,Latin America and the Caribbean
Peru,2010,45.5,5082.4,87.2,48.5,Latin America and the Caribbean
Peru,2011,44.7,5869.3,87.8,48.8,Latin America and the Caribbean
Peru,2012,44.4,6529,88.4,49,Latin America and the Caribbean
Peru,2013,43.9,6756.8,88.9,49.3,Latin America and the Caribbean
Peru,2014,43.1,6672.9,89.5,49.6,Latin America and the Caribbean
Peru,2015,43.4,6229.1,90,49.8,Latin America and the Caribbean
Peru,2016,43.6,6205,90.6,50.1,Latin America and the Caribbean
Peru,2017,43.3,6710.5,91.1,50.4,Latin America and the Caribbean
Sierra Leone,2003,40.2,266.4,42.8,5.4,Sub-Saharan Africa
Sierra Leone,2011,34,448.3,53.2,7.7,Sub-Saharan Africa
Uganda,2002,45.2,245.5,29.1,5.1,Sub-Saharan Africa
Uganda,2005,42.9,333.7,32.8,5.5,Sub-Saharan Africa
Uganda,2009,44.2,796.5,38,6,Sub-Saharan Africa
Uganda,2012,41,786.7,42,6.5,Sub-Saharan Africa
Uganda,2016,42.8,733.4,47.7,7,Sub-Saharan Africa
